101,8,1,'1'
102,8,1,'1'
103,8,1,'1'
104,8,1,'1'
105,8,1,'1'
106,8,1,'1'
107,8,1,'1'
108,8,1,'1'
109,8,1,'1'
110,8,1,'1'
111,8,1,'1'
112,8,1,'1'
113,8,1,'1'
114,8,1,'1'
201,8,1,'1'
202,8,1,'1'
203,8,1,'1'
204,8,1,'1'
205,8,1,'1'
206,8,1,'1'
207,8,1,'1'
208,8,1,'1'
209,8,1,'1'
210,8,1,'1'
211,8,1,'1'
212,8,1,'1'
213,8,1,'1'
214,8,1,'1'
215,8,1,'1'
216,8,1,'1'
217,8,1,'1'
218,8,1,'1'
219,8,1,'1'
220,8,1,'1'
221,8,1,'1'
222,8,1,'1'
223,8,1,'1'
224,8,1,'1'
225,8,1,'1'
226,8,1,'1'
227,8,1,'1'
228,8,1,'1'
229,8,1,'1'
230,8,1,'1'
231,8,1,'1'
232,8,1,'1'
301,8,1,'1'
302,8,1,'1'
303,8,1,'1'
304,8,1,'1'
305,8,1,'1'
306,8,1,'1'
307,8,1,'1'
308,8,1,'1'
309,8,1,'1'
310,8,1,'1'
311,8,1,'1'
312,8,1,'1'
313,8,1,'1'
314,8,1,'1'
315,8,1,'1'
316,8,1,'1'
317,8,1,'1'
318,8,1,'1'
319,8,1,'1'
320,8,1,'1'
321,8,1,'1'
322,8,1,'1'
323,8,1,'1'
324,8,1,'1'
325,8,1,'1'
326,8,1,'1'
327,8,1,'1'
328,8,1,'1'
329,8,1,'1'
330,8,1,'1'
331,8,1,'1'
332,8,1,'1'
401,8,1,'1'
402,8,1,'1'
403,8,1,'1'
404,8,1,'1'
405,8,1,'1'
406,8,1,'1'
407,8,1,'1'
408,8,1,'1'
409,8,1,'1'
410,8,1,'1'
411,8,1,'1'
412,8,1,'1'
413,8,1,'1'
414,8,1,'1'
415,8,1,'1'
416,8,1,'1'
417,8,1,'1'
418,8,1,'1'
419,8,1,'1'
420,8,1,'1'
421,8,1,'1'
422,8,1,'1'
423,8,1,'1'
424,8,1,'1'
425,8,1,'1'
426,8,1,'1'
427,8,1,'1'
428,8,1,'1'
429,8,1,'1'
430,8,1,'1'
431,8,1,'1'
432,8,1,'1'
501,8,1,'1'
502,8,1,'1'
503,8,1,'1'
504,8,1,'1'
505,8,1,'1'
506,8,1,'1'
507,8,1,'1'
508,8,1,'1'
509,8,1,'1'
510,8,1,'1'
511,8,1,'1'
512,8,1,'1'
513,8,1,'1'
514,8,1,'1'
515,8,1,'1'
516,8,1,'1'
517,8,1,'1'
518,8,1,'1'
519,8,1,'1'
520,8,1,'1'
521,8,1,'1'
522,8,1,'1'
523,8,1,'1'
524,8,1,'1'
525,8,1,'1'
526,8,1,'1'
527,8,1,'1'
528,8,1,'1'
529,8,1,'1'
530,8,1,'1'
531,8,1,'1'
532,8,1,'1'
101,8,0,'2'
102,8,0,'2'
103,8,0,'2'
104,8,0,'2'
105,8,0,'2'
106,8,0,'2'
107,8,0,'2'
108,8,0,'2'
109,8,0,'2'
110,8,0,'2'
111,8,0,'2'
112,8,0,'2'
113,8,0,'2'
114,8,0,'2'
201,8,0,'2'
202,8,0,'2'
203,8,0,'2'
204,8,0,'2'
205,8,0,'2'
206,8,0,'2'
207,8,0,'2'
208,8,0,'2'
209,8,0,'2'
210,8,0,'2'
211,8,0,'2'
212,8,0,'2'
213,8,0,'2'
214,8,0,'2'
215,8,0,'2'
216,8,0,'2'
217,8,0,'2'
218,8,0,'2'
219,8,0,'2'
220,8,0,'2'
221,8,0,'2'
222,8,0,'2'
223,8,0,'2'
224,8,0,'2'
225,8,0,'2'
226,8,0,'2'
227,8,0,'2'
228,8,0,'2'
229,8,0,'2'
230,8,0,'2'
231,8,0,'2'
232,8,0,'2'
301,8,0,'2'
302,8,0,'2'
303,8,0,'2'
304,8,0,'2'
305,8,0,'2'
306,8,0,'2'
307,8,0,'2'
308,8,0,'2'
309,8,0,'2'
310,8,0,'2'
311,8,0,'2'
312,8,0,'2'
313,8,0,'2'
314,8,0,'2'
315,8,0,'2'
316,8,0,'2'
317,8,0,'2'
318,8,0,'2'
319,8,0,'2'
320,8,0,'2'
321,8,0,'2'
322,8,0,'2'
323,8,0,'2'
324,8,0,'2'
325,8,0,'2'
326,8,0,'2'
327,8,0,'2'
328,8,0,'2'
329,8,0,'2'
330,8,0,'2'
331,8,0,'2'
332,8,0,'2'
401,8,0,'2'
402,8,0,'2'
403,8,0,'2'
404,8,0,'2'
405,8,0,'2'
406,8,0,'2'
407,8,0,'2'
